species,volume_male,volume_female,voltinism,volume
Acasis appensata,9.30304770349325,8.61563457736785,1,8.61563457736785
Acasis viretata,10.2118704819766,15.7975826525572,1.5,15.7975826525572
Aglais urticae,,,2,146.946465968669
Agriades glandon glandon,23.0089368790395,14.6616081784011,1,14.6616081784011
Agrodiaetus admetus,41.6888190555232,21.6378849670559,1,21.6378849670559
Agrodiaetus ainsae,31.3604514291701,19.2525019181461,1,19.2525019181461
Agrodiaetus amanda,42.4920850627135,34.6599286711152,1,34.6599286711152
Agrodiaetus aroaniensis,30.4990751057189,19.8444644554159,1,19.8444644554159
Agrodiaetus damon,25.0280655455076,17.9131864913698,1,17.9131864913698
Agrodiaetus dolus dolus,46.6118100500026,31.6325688868207,1,31.6325688868207
Agrodiaetus escheri,32.1157961629918,24.6866134385271,1,24.6866134385271
Agrodiaetus fabressei,43.5625900019007,30.02187336734,1,30.02187336734
Agrodiaetus humedasae,27.6156504485381,21.2085896057841,1,21.2085896057841
Agrodiaetus iphigenia,20.6927320687134,14.8237092964607,1,14.8237092964607
Agrodiaetus pyrenaicus pyrenaicus,14.8670201768833,17.8957504172393,1,17.8957504172393
Agrodiaetus ripartii ripartii,37.9509895252911,25.7343122012991,1,25.7343122012991
Agrodiaetus thersites,26.9637304585767,18.3865822349257,2,18.3865822349257
Agrodiaetus violeta,31.4690749683073,25.2485823531896,1,25.2485823531896
Albulina orbitulus,18.7480847099367,17.3599989228841,1,17.3599989228841
Almeria kalischata,13.6549568091109,17.5299429226436,1.5,17.5299429226436
Amygdaloptera testaria,19.2531880771932,27.2093302431483,1,27.2093302431483
Anthocharis belia euphenoides,40.4710645710301,63.056120879867,1,63.056120879867
Anthocharis cardamines,62.9107035747302,86.8727851964275,1,86.8727851964275
Anthocharis damone,60.9151407940157,57.3575038914815,1,57.3575038914815
Anthocharis gruneri,48.1790531745761,23.6287777697782,1,23.6287777697782
Anthometra plumularia,9.22407237989902,7.10683548669212,1,7.10683548669212
Anticlea derivata,19.7700191470232,20.8730331598155,1,20.8730331598155
Anticollix sparsata,12.5797636905619,15.4214832377631,1,15.4214832377631
Antilurga alhambrata,16.1622138079994,14.3209942188862,1,14.3209942188862
Apatura ilia ilia,302.02900185684,267.737159808336,1.5,267.737159808336
Apatura iris,247.191200604559,264.83054167194,1,264.83054167194
Apatura metis,170.298054103743,236.155126488784,2,236.155126488784
Aphantopus hyperantus,26.7521141671638,37.5111625071117,1,37.5111625071117
Aplasta ononaria,17.377158834291,20.6621980842188,1.5,20.6621980842188
Aplocera annexata,83.003681430373,66.3607755037129,1,66.3607755037129
Aplocera bohatschi,,,2,24.1287072464451
Aplocera columbata,40.1421546507567,45.3527854729178,1,45.3527854729178
Aplocera efformata,38.5700378883651,34.00140001679,2,34.00140001679
Aplocera plagiata,62.9145472757153,66.1593647031478,2,66.1593647031478
Aporia crataegi,124.174066826596,167.333482061832,1,167.333482061832
Araschnia levana,37.1433067765546,38.8733734878723,2,38.8733734878723
Archiearis notha,46.8344600488877,44.0565708272086,1,44.0565708272086
Archiearis parthenias,59.8760637081171,95.2030607034077,1,95.2030607034077
Archiearis puella,52.1303044696703,63.5816735556583,1,63.5816735556583
Archon apollinus,277.667335467509,150.15633474933,1,150.15633474933
Arethusana arethusa arethusa,49.6610300981045,84.9696090297734,1,84.9696090297734
Argynnis adippe adippe,183.467146253577,247.319569138365,1,247.319569138365
Argynnis aglaja aglaja,236.474971568403,192.794082905496,1,192.794082905496
Argynnis laodice,164.742180541548,179.398597372803,1,179.398597372803
Argynnis niobe,145.877756028997,163.669567781353,1,163.669567781353
Argynnis pandora,355.4104626517,360.407473169763,1.5,360.407473169763
Argynnis paphia,219.418454181838,186.474589736195,1,186.474589736195
Aricia agestis,19.9610649426068,19.2390580421078,2,19.2390580421078
Aricia artaxerxes,17.8154968082018,15.1740172309257,1,15.1740172309257
Artogeia bryoniae,52.648803067361,52.8448378692048,1,52.8448378692048
Artogeia ergane,33.6439887379427,36.8187693745508,2.5,36.8187693745508
Artogeia krueperi,72.9329381302101,74.6344933969435,3,74.6344933969435
Artogeia mannii,54.9465812021642,42.3318832180001,3,42.3318832180001
Artogeia napi,,,2.5,45.1136334420513
Artogeia rapae,55.1684908103,52.8036869467053,3,52.8036869467053
Asthena albulata,6.39620751969878,5.83484609320215,1.5,5.83484609320215
Asthena anseraria,5.43955889702227,6.0406435324516,1,6.0406435324516
Boloria aquilonaris,59.0088662049617,68.2482500796893,1,68.2482500796893
Boloria graeca,64.8840038925758,86.6001985065385,1,86.6001985065385
Boloria napaea,83.9281220080628,84.0563639236459,1,84.0563639236459
Boloria pales pales,56.5422612900143,66.423770862742,1,66.423770862742
Brachyglossina hispanaria,14.4213715134915,14.2237245016749,1,14.2237245016749
Brenthis daphne,78.3660590491988,121.835525072093,1,121.835525072093
Brenthis hecate,63.5662061155916,62.3206849995912,1,62.3206849995912
Brenthis ino,82.5993233419326,63.384940957063,1,63.384940957063
Callophrys avis,25.0043432490079,23.7078694704157,1,23.7078694704157
Callophrys rubi,28.3319669771295,22.0255378291974,1,22.0255378291974
Camptogramma bilineata,33.8610626471767,29.5831247764283,2,29.5831247764283
Camptogramma grisescens,42.4887990405198,40.1583181807114,1,40.1583181807114
Camptogramma scripturata,22.6560700461471,22.3594431176762,1,22.3594431176762
Carcharodus alceae,79.9058036749726,105.481321728274,3,105.481321728274
Carcharodus boeticus,84.8583116116902,92.4303792768301,2,92.4303792768301
Carcharodus flocciferus,111.590189207554,121.695976894002,1.5,121.695976894002
Carcharodus lavatherae lavatherae,82.4689959497342,104.027074195599,1,104.027074195599
Carcharodus orientalis,90.7211002984891,121.435955200721,2.5,121.435955200721
Carsia lythoxylata,15.8794203859077,16.2620890520401,1,16.2620890520401
Carsia sororiata,11.0377857893277,14.4220925856516,1,14.4220925856516
Carterocephalus palaemon,42.5730238997818,62.7934551001624,1,62.7934551001624
Carterocephalus silvicolus,50.9072215458742,53.486956119074,1,53.486956119074
Casilda antophilaria,10.4410226990231,19.2556254779874,2.5,19.2556254779874
Casilda consecraria,12.0870337632998,11.1912363690071,2.5,11.1912363690071
Cataclysme riguata,20.3351435864216,17.2015759400694,2,17.2015759400694
Cataclysme uniformata,19.9207156251813,21.4935804592069,2,21.4935804592069
Catarhoe cuculata,,,1,29.7165943487949
Catarhoe permixtaria,16.568511668997,16.8423172920372,1,16.8423172920372
Catarhoe rubidata,18.4907219993398,25.7171610181705,1,25.7171610181705
Celastrina argiolus,20.9510630363103,18.570953263985,2,18.570953263985
Chazara briseis,113.092216499113,159.798409262222,1,159.798409262222
Chazara prieuri,117.610036627882,133.268487732164,1,133.268487732164
Chesias angeri,9.03012026162153,21.877560694617,1,21.877560694617
Chesias capriata,35.2318439437423,48.0833344530129,1,48.0833344530129
Chesias isabella,28.6351398815302,32.00582078812,1,32.00582078812
Chesias legatella,29.501881186676,38.5384763566462,1,38.5384763566462
Chesias rufata,33.2584365590169,33.0258168491739,1,33.0258168491739
Chilades trochylus,6.38940132470031,6.63600148633581,3,6.63600148633581
Chlorissa cloraria,13.7262423387392,16.8352833238897,2,16.8352833238897
Chlorissa viridata,18.011210060275,19.130239222292,1,19.130239222292
Chloroclysta miata,24.6064650343367,30.3028364112953,1,30.3028364112953
Chloroclysta siterata,27.5207668486373,31.1976231873442,1,31.1976231873442
Chloroclystis v-ata,14.0548693772554,17.7778646102594,1.5,17.7778646102594
Cinglis andalusiaria,9.88586114312951,14.4159204127848,2,14.4159204127848
Cleta filacearia,12.2065464178983,15.9445304968438,1,15.9445304968438
Cleta perpusillaria,5.41686951143548,1.41389811180313,1.5,1.41389811180313
Cleta ramosaria,7.35678758303044,5.79508448846571,1,5.79508448846571
Clossiana chariclea,64.8294686790842,76.6341154089272,1,76.6341154089272
Clossiana dia,57.1442117706456,54.8025715937429,2.5,54.8025715937429
Clossiana euphorysne,78.3366761733145,102.519028814378,1,102.519028814378
Clossiana freija,59.7231717382454,72.4950848666846,1,72.4950848666846
Clossiana frigga,77.8545139798434,76.9062626591009,1,76.9062626591009
Clossiana improba,39.1946932973839,51.3524186663381,1,51.3524186663381
Clossiana polaris,67.2744442222779,87.6696904999411,1,87.6696904999411
Clossiana selene,68.0845401653836,72.0495749247284,1.5,72.0495749247284
Clossiana thore thore,60.0250891671033,100.253218056836,1,100.253218056836
Clossiana titania titania,90.4959358572072,113.251710771404,1,113.251710771404
Coenocalpe lapidata,24.9941687920384,18.391959785341,1,18.391959785341
Coenocalpe millierata,25.9340387932942,30.3306724035204,1,30.3306724035204
Coenonympha arcania,24.5337033138366,32.0583785228925,1,32.0583785228925
Coenonympha corinna,16.2232205161132,20.1253707073741,3,20.1253707073741
Coenonympha dorus dorus,34.5382560068705,24.803601228518,1,24.803601228518
Coenonympha gardetta,20.4046458186938,37.9373817903759,1,37.9373817903759
Coenonympha glycerion glycerion,25.9725034232963,35.807648381986,1,35.807648381986
Coenonympha hero,25.8362771115287,26.7789348860635,1,26.7789348860635
Coenonympha leander leander,28.6400142176104,37.8231125681157,1,37.8231125681157
Coenonympha oedippus,41.2558517657822,62.4638529692356,1,62.4638529692356
Coenonympha pamphilus,18.9275921096038,19.1116950059554,3,19.1116950059554
Coenonympha rhodopensis,29.9249210491181,47.4716520585154,1,47.4716520585154
Coenonympha tullia tullia,23.5929671570402,29.4326889828471,1,29.4326889828471
Coenotephria salicata,21.5355795375978,16.1246975733153,2,16.1246975733153
Coenotephria tophaceata,16.7885342621686,22.6012369074246,1.5,22.6012369074246
Colias alfacariensis,100.202950622275,125.049006196177,2.5,125.049006196177
Colias aurorina,176.875781414941,156.664086871952,1,156.664086871952
Colias caucasia,117.674842813704,103.014910464726,1,103.014910464726
Colias chrysotheme,,,3,59.7133699981532
Colias crocea,107.656943070332,89.5079338625498,3,89.5079338625498
Colias erate,96.7139184522557,72.8650707626417,3,72.8650707626417
Colias hecla,80.8468675495229,75.1566595007757,1,75.1566595007757
Colias hyale,108.210376427133,93.0062538516386,2.5,93.0062538516386
Colias myrmidone,107.601275740964,82.9040040273059,2,82.9040040273059
Colias nastes,77.1110341183369,79.1954903397811,1,79.1954903397811
Colias palaeno,83.3917076300693,66.2739591604515,1,66.2739591604515
Colias phicomone,94.0942023130871,84.8096604215061,1,84.8096604215061
Colostygia aptata,12.0124970601358,13.3112558631801,1,13.3112558631801
Colostygia aqueata,9.41597626221498,18.5096495616569,1,18.5096495616569
Colostygia austriacaria,22.876573354092,27.0310094238143,1,27.0310094238143
Colostygia fitzi,14.9558987213514,21.1135067683853,1,21.1135067683853
Colostygia kollariaria,34.1919126503461,24.1408437427793,1,24.1408437427793
Colostygia laetaria,26.5963709597321,27.7947221325552,1,27.7947221325552
Colostygia olivata,24.1214356208582,22.5516284772674,1,22.5516284772674
Colostygia pectinataria,24.1463860830878,20.3137090298384,1.5,20.3137090298384
Colostygia puengeleri,,,1,23.9085770433008
Colostygia sericeata,20.1538104636997,20.4325344133425,1,20.4325344133425
Colostygia tempestaria,35.7308986529672,43.1801959855904,1,43.1801959855904
Colostygia turbata,,,1,23.2796407435378
Colostygia wolfschlaegerae,17.4015355964897,22.9557026057222,1,22.9557026057222
Colotis evagore,28.6223546995568,53.7846057690012,3,53.7846057690012
Comibaena bajularia,25.8452234803528,42.1567947943184,1,42.1567947943184
Comibaena pseudoneriaria,,,1,22.358014473093
Cosmorhoe ocellata,19.7322979335735,14.0960390235281,2,14.0960390235281
Costaconvexa polygrammata,15.8086743157969,24.3507520847051,2.5,24.3507520847051
Cupido lorquinii,14.0561198356545,11.4782845358008,1,11.4782845358008
Cupido minimus,8.84900499672466,7.0143665294082,1.5,7.0143665294082
Cupido osiris,12.1618516334003,12.402605012382,1.5,12.402605012382
Cyaniris semiargus semiargus,37.1572720217468,22.682582133128,2,22.682582133128
Cyclophora albiocellaria,17.129357545192,15.3807601172748,2,15.3807601172748
Cyclophora albipunctata,19.3780631273298,20.460512757967,2,20.460512757967
Cyclophora annularia,15.9154185053378,14.5663717233051,2,14.5663717233051
Cyclophora hyponoea,19.6791553653663,18.7951904129862,2.5,18.7951904129862
Cyclophora lennigiaria,17.8230347820483,19.2262910149531,2,19.2262910149531
Cyclophora linearia,24.0512143336279,27.3532642064915,2,27.3532642064915
Cyclophora pendularia,16.2780083453734,23.3728075492963,2,23.3728075492963
Cyclophora porata,19.9660905688433,21.6856006188144,2.5,21.6856006188144
Cyclophora punctaria,28.0666198703481,27.3873198866676,1.5,27.3873198866676
Cyclophora puppillaria,24.323012875861,23.9723697513292,3,23.9723697513292
Cyclophora quercimontaria,18.9574440625571,19.5313231589971,2,19.5313231589971
Cyclophora ruficiliaria,21.6323656694019,30.0307381946492,2,30.0307381946492
Cyclophora serveti,10.6980725881277,9.12003782033199,2,9.12003782033199
Cyclophora suppunctaria,21.0063656400253,28.402164146603,3,28.402164146603
Docirava dervenaria,26.839833596281,37.6998334351657,1,37.6998334351657
Dysstroma citrata,22.577876683182,25.4158175608899,1,25.4158175608899
Dysstroma infuscata,24.8959065338175,39.3493299918883,1,39.3493299918883
Dysstroma latefasciata,28.336193791341,32.3858155753064,1,32.3858155753064
Dysstroma truncata,31.425614194253,26.4336063373564,2,26.4336063373564
Earophila badiata,26.4075990164045,25.3575638681118,1,25.3575638681118
Ecliptopera capitata,16.6747848573683,20.957603426142,1,20.957603426142
Ecliptopera silaceata,20.2106192191086,26.5742528043967,2,26.5742528043967
Electrophaes corylata,29.8742998283456,31.2261099599953,1,31.2261099599953
Emmiltis pygmaearia,4.73262297879581,5.92007453636213,2,5.92007453636213
Entephria caesiata,38.7929091588018,29.2163363785273,1,29.2163363785273
Entephria contestata,30.6592760194161,38.2176777611191,1,38.2176777611191
Entephria cyanata,31.8041752162663,36.4231083753079,1,36.4231083753079
Entephria flavata,22.0452697896376,27.7965352868893,1,27.7965352868893
Entephria flavicinctata,17.0340522724711,23.8965480793546,1,23.8965480793546
Entephria infidaria,22.7035709656354,30.2697133324098,1,30.2697133324098
Entephria polata,17.9312412258624,21.9663022245129,1,21.9663022245129
Entephria punctipes,26.3823790249426,23.6070697271434,1,23.6070697271434
Epilobophora sabinata,36.2474982100658,40.741754780622,1,40.741754780622
Epirranthis diversata,45.6862899588594,48.3829597196265,1,48.3829597196265
Epirrhoe alternata,21.178055993696,27.2733427375355,2,27.2733427375355
Epirrhoe galiata,25.0324995108561,21.2445102114534,2,21.2445102114534
Epirrhoe hastulata,9.9662020349495,11.2267052987462,1.5,11.2267052987462
Epirrhoe molluginata,33.4735917987308,23.2413530066415,1,23.2413530066415
Epirrhoe pupillata,15.4788943607481,16.1674284305542,2,16.1674284305542
Epirrhoe rivata,33.0488211769013,26.7008095803933,1,26.7008095803933
Epirrhoe sandosaria,17.7770991337919,29.8935206608117,1.5,29.8935206608117
Epirrhoe tartuensis,29.4880663006238,23.0128378375298,1,23.0128378375298
Epirrita autumnata,30.9357152549454,24.8187456059125,1,24.8187456059125
Epirrita christyi,27.8535497969107,24.5138133909564,1,24.5138133909564
Epirrita dilutata,38.4225181155647,39.5587258093156,1,39.5587258093156
Epirrita filigrammaria,22.1196970983809,27.9610444787282,1,27.9610444787282
Erebia aethiopella,39.0573348697394,48.4579707756189,1,48.4579707756189
Erebia aethiops,48.983205509328,46.5961540791259,1,46.5961540791259
Erebia alberganus,62.6908049619021,80.0658863495938,1,80.0658863495938
Erebia calcaria,49.1310955938801,56.7057179678739,1,56.7057179678739
Erebia cassioides,39.4168859344889,56.2275330762335,1,56.2275330762335
Erebia christi,46.3824969998823,43.6945857753914,1,43.6945857753914
Erebia claudina,27.6997175005294,42.696230878965,1,42.696230878965
Erebia disa,62.713328109348,103.964279005084,1,103.964279005084
Erebia embla,65.1349984513651,65.5508424884678,1,65.5508424884678
Erebia epiphron silesiana,33.6779894549039,43.6270684699692,1,43.6270684699692
Erebia epistygne,52.1752658093205,65.1007593942194,1,65.1007593942194
Erebia eriphyle,30.3272690732671,53.3230972421529,1,53.3230972421529
Erebia euryale euryale,55.6458936482097,59.7819896269293,1,59.7819896269293
Erebia flavofasciata,28.9185072751994,43.6668340401456,1,43.6668340401456
Erebia gorge,43.0398950807839,54.8221452814042,1,54.8221452814042
Erebia gorgone,38.0275265170748,65.5621264065831,1,65.5621264065831
Erebia hispania,45.7127461848595,65.7237359480119,1,65.7237359480119
Erebia lefebvrei lefebvrei,47.2413186144797,70.1411403777512,1,70.1411403777512
Erebia ligea,43.9582123639652,64.0261207424553,1,64.0261207424553
Erebia manto manto,46.0554048890247,59.4563350053101,1,59.4563350053101
Erebia medusa medusa,45.7790196524434,56.4139151006005,1,56.4139151006005
Erebia melampus,30.5157812630341,35.2765594174924,1,35.2765594174924
Erebia melas schanerdae,66.4797063248182,83.90766199284,1,83.90766199284
Erebia meolans meolans,63.2003315878191,48.2644459938443,1,48.2644459938443
Erebia mnestra,44.6822228116411,52.9788595342647,1,52.9788595342647
Erebia montana montana,48.8571682404526,67.4418037206605,1,67.4418037206605
Erebia neoridas,53.8568600855927,59.1726133599212,1,59.1726133599212
Erebia nivalis,35.2699231329771,47.9095872514794,1,47.9095872514794
Erebia oeme oeme,61.8871293075195,83.8775119594865,1,83.8775119594865
Erebia orientalis,24.1006168540033,42.3948273711301,1,42.3948273711301
Erebia ottomana,59.9953413328114,64.6234161413559,1,64.6234161413559
Erebia palarica,71.5938163548338,98.4931428266497,1,98.4931428266497
Erebia pandrose,42.1953589810017,54.7988996652737,1,54.7988996652737
Erebia pharte pharte,32.6611110572545,42.5090891452595,1,42.5090891452595
Erebia pluto pluto,60.5727800150814,95.7506740442749,1,95.7506740442749
Erebia polaris,51.4406715678216,48.8454672270143,1,48.8454672270143
Erebia pronoe pronoe,56.5160960066223,70.6272575286608,1,70.6272575286608
Erebia rhodopensis,36.6187870633994,55.2298038227916,1,55.2298038227916
Erebia scipio,38.2009487939035,89.2261859718147,1,89.2261859718147
Erebia sthennyo,48.4486829565498,69.189008580878,1,69.189008580878
Erebia stirius,58.7972648098103,93.2119265346977,1,93.2119265346977
Erebia styx styx,65.3261845200782,113.615998847322,1,113.615998847322
Erebia sudetica sudetica,19.6551776600489,35.965444480461,1,35.965444480461
Erebia triaria triaria,53.8169455528008,75.789355865222,1,75.789355865222
Erebia tyndarus,33.4555063406988,47.493765558769,1,47.493765558769
Erebia zapateri,46.1043242119164,50.6443025297235,1,50.6443025297235
Erynnis marloyi,82.0056998715013,68.8511613691898,1,68.8511613691898
Erynnis tages,51.8657289426858,59.1685317842597,1.5,59.1685317842597
Euchloe ausonia,68.992206621565,61.7916293747975,2,61.7916293747975
Euchloe belemia,66.8877670652672,79.321706363795,2,79.321706363795
Euchoeca nebulata,8.31302773090561,13.0367486417384,1.5,13.0367486417384
Eucrostes indigenata,6.86976958267476,10.5254550352778,2.5,10.5254550352778
Eulithis mellinata,30.2110856813992,21.4583016895566,1,21.4583016895566
Eulithis peloponnesiaca,30.8101375978062,15.0388587949072,1,15.0388587949072
Eulithis populata,27.9912435456092,23.4970445428971,1,23.4970445428971
Eulithis prunata,37.0659048705853,50.6875705833941,1,50.6875705833941
Eulithis pyropata,27.9417179759068,55.9047189854863,1,55.9047189854863
Eulithis testata,32.1799202241712,38.0063086545462,1,38.0063086545462
Eumedonia eumedon,34.9275474577812,31.7519251823962,1,31.7519251823962
Euphyia adumbraria,28.8225418343044,19.4783506564424,1.5,19.4783506564424
Euphyia biangulata,22.3779768600788,32.6791609814959,1.5,32.6791609814959
Euphyia mesembrina,32.3318642642331,30.6994070135083,1,30.6994070135083
Euphyia unangulata,23.3709244135669,21.3104465181175,1.5,21.3104465181175
Eupithecia abbreviata,18.0408706247153,19.2767071017906,1,19.2767071017906
